# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 15 10:57:52 2024
#
# COLUMN pl_name:        Planet Name
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag [Jupiter mass]
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag [Earth mass]
# COLUMN pl_orbsmax:     Planet-star Projected Semi-major Axis [au]
# COLUMN pl_orbsmaxerr1: Planet-star Projected Semi-major Axis Upper Unc.
# COLUMN pl_orbsmaxerr2: Planet-star Projected Semi-major Axis Lower Unc.
# COLUMN pl_orbsmaxlim:  Planet-star Projected Semi-major Axis Limit Flag
# COLUMN st_mass:        Lens Mass [Solar mass]
# COLUMN st_masserr1:    Lens Mass Upper Unc.
# COLUMN st_masserr2:    Lens Mass Lower Unc.
# COLUMN st_masslim:     Lens Mass Limit Flag
# COLUMN sy_dist:        Lens Distance [pc]
# COLUMN sy_disterr1:    Lens Distance Upper Unc.
# COLUMN sy_disterr2:    Lens Distance Lower Unc.
# COLUMN sy_distlim:     Lens Distance Limit Flag
# COLUMN ml_dists:       Source Distance [pc]
# COLUMN ml_distserr1:   Source Distance Upper Unc.
# COLUMN ml_distserr2:   Source Distance Lower Unc.
# COLUMN ml_distslim:    Source Distance Limit Flag
# COLUMN ml_tsepmin:     Time of Lens-source Minimum Separation [days]
# COLUMN ml_tsepminerr1: Time of Lens-source Minimum Separation Upper Unc.
# COLUMN ml_tsepminerr2: Time of Lens-source Minimum Separation Lower Unc.
# COLUMN ml_tsepminlim:  Time of Lens-source Minimum Separation Limit Flag
# COLUMN ml_sepminnorm:  Normalized Lens-source Minimum Separation
# COLUMN ml_sepminnormerr1: Normalized Lens-source Minimum Separation Upper Unc.
# COLUMN ml_sepminnormerr2: Normalized Lens-source Minimum Separation Lower Unc.
# COLUMN ml_sepminnormlim: Normalized Lens-source Minimum Separation Limit Flag
# COLUMN ml_xtimeein:    Einstein Crossing Time [days]
# COLUMN ml_xtimeeinerr1: Einstein Crossing Time Upper Unc.
# COLUMN ml_xtimeeinerr2: Einstein Crossing Time Lower Unc.
# COLUMN ml_xtimeeinlim: Einstein Crossing Time Limit Flag
# COLUMN ml_radsnorm:    Normalized Source Angular Radius (10^-3)
# COLUMN ml_radsnormerr1: Normalized Angular Radius Upper Unc.
# COLUMN ml_radsnormerr2: Normalized Angular Radius Lower Unc.
# COLUMN ml_radsnormlim: Normalized Angular Radius Limit Flag
# COLUMN ml_sepinsnorp:  Instantaneous Planet-star Projected and Normalized Separation
# COLUMN ml_sepinsnorperr1: Instantaneous Planet-star Projected and Normalized Separation Upper Unc.
# COLUMN ml_sepinsnorperr2: Instantaneous Planet-star Projected and Normalized Separation Lower Unc.
# COLUMN ml_sepinsnorplim: Instantaneous Planet-star Projected and Normalized Separation Limit Flag
# COLUMN ml_massratio:   Planet-star Mass Ratio (10^-4)
# COLUMN ml_massratioerr1: Planet-star Mass Ratio Upper Unc.
# COLUMN ml_massratioerr2: Planet-star Mass Ratio Lower Unc.
# COLUMN ml_massratiolim: Planet-star Mass Ratio Limit Flag
# COLUMN ml_angstlax:    Source Trajectory-lens Axis Angle [rad]
# COLUMN ml_angstlaxerr1: Source Trajectory-lens Axis Angle Upper Unc.
# COLUMN ml_angstlaxerr2: Source Trajectory-lens Axis Angle Lower Unc.
# COLUMN ml_angstlaxlim: Source Trajectory-lens Axis Angle Limit Flag
# COLUMN ml_magis:       Source I-band [mag]
# COLUMN ml_magiserr1:   Source I-band Upper Unc.
# COLUMN ml_magiserr2:   Source I-band Lower Unc.
# COLUMN ml_magislim:    Source I-band Limit Flag
# COLUMN ml_magibl:      Blend I-band [mag]
# COLUMN ml_magiblerr1:  Blend I-band Upper Unc.
# COLUMN ml_magiblerr2:  Blend I-band Lower Unc.
# COLUMN ml_magibllim:   Blend I-band Limit Flag
# COLUMN ml_radeinang:   Angular Einstein Radius [mas]
# COLUMN ml_radeinangerr1: Angular Einstein Radius Upper Unc.
# COLUMN ml_radeinangerr2: Angular Einstein Radius Lower Unc.
# COLUMN ml_radeinanglim: Angular Einstein Radius Limit Flag
# COLUMN ml_pmrells:     Lens-source Relative Proper Motion [mas/yr]
# COLUMN ml_pmrellserr1: Lens-source Relative Proper Motion Upper Unc.
# COLUMN ml_pmrellserr2: Lens-source Relative Proper Motion Lower Unc.
# COLUMN ml_pmrellslim:  Lens-source Relative Proper Motion Limit Flag
# COLUMN ml_modeldef:    Default Model
# COLUMN htmllink:       Reference
#
pl_name,rastr,ra,decstr,dec,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
MOA-2011-BLG-293L b,17h55m39.35s,268.913958,-28d28m36.65s,-28.476847,2.40000000,1.50000000,-0.90000000,0,760.00000000,480.00000000,-300.00000000,0,1.00000000,0.10000000,-0.10000000,0,0.43000000,0.27000000,-0.17000000,0,7150.00000000,750.00000000,-750.00000000,0,,,,,2455747.49350000,0.00060000,-0.00060000,0,0.00350000,0.00020000,-0.00020000,0,21.75000000,0.95000000,-0.95000000,0,1.63000000,0.07000000,-0.07000000,0,0.54800000,0.00500000,-0.00500000,0,53.00000000,2.00000000,-2.00000000,0,3.86200000,0.00900000,-0.00900000,0,,,,,17.77000000,,,-1,0.26000000,0.02000000,-0.02000000,0,4.30000000,0.30000000,-0.30000000,0,0,<a refstr=YEE_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref> Yee et al. 2012 </a>
KMT-2017-BLG-1146L b,17h56m25.40s,269.105833,-33d08m32.89s,-33.142469,0.85000000,0.76000000,-0.52000000,0,270.00000000,240.00000000,-170.00000000,0,1.70000000,0.60000000,-0.60000000,0,0.40000000,0.34000000,-0.25000000,0,6600.00000000,1400.00000000,-1900.00000000,0,,,,,2457924.89000000,0.03500000,-0.13200000,0,0.28700000,0.03200000,-0.01700000,0,25.44300000,1.20000000,-1.80000000,0,10.00000000,,,1,0.73400000,0.01000000,-0.01700000,0,20.00000000,6.00000000,-1.00000000,0,5.64900000,0.00500000,-0.03600000,0,,,,,,,,,,,,,5.30000000,2.30000000,-1.90000000,0,0,<a refstr=SHIN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..146S/abstract target=ref>Shin et al. 2019</a>
KMT-2019-BLG-1953L b,17h56m27.90s,269.116250,-28d12m04.00s,-28.201111,,,,0,,,,0,,,,0,,,,,,,,,8000.00000000,,,0,2458702.01400000,0.00200000,-0.00200000,0,0.00217000,0.00015000,-0.00015000,0,16.08000000,0.26000000,-0.26000000,0,2.40000000,0.04000000,-0.04000000,0,0.47000000,0.07000000,-0.07000000,0,13.20000000,13.00000000,-13.00000000,0,2.49600000,0.03500000,-0.03500000,0,20.68000000,0.01000000,-0.01000000,0,,,,,0.25000000,0.02000000,-0.02000000,0,5.70000000,0.46000000,-0.46000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...17H/abstract target=ref>Han et al. 2020</a>
OGLE-2015-BLG-0966L b,17h55m01.02s,268.754250,-29d02m49.6s,-29.047111,0.06600000,0.00600000,-0.00600000,0,21.00000000,2.00000000,-2.00000000,0,2.70000000,,,0,0.38000000,0.04000000,-0.04000000,0,3300.00000000,,,0,8000.00000000,,,0,2457205.19780000,0.00120000,-0.00120000,0,0.01136000,0.00010000,-0.00010000,0,57.70000000,0.40000000,-0.40000000,0,1.40700000,0.01500000,-0.01500000,0,0.90930000,0.00260000,-0.00260000,0,1.70000000,0.05000000,-0.05000000,0,0.88300000,0.00200000,-0.00200000,0,,,,,,,,,0.76000000,0.07000000,-0.07000000,0,4.80000000,0.50000000,-0.50000000,0,0,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>
OGLE-2015-BLG-0966L b,17h55m01.02s,268.754250,-29d02m49.6s,-29.047111,0.06600000,0.00600000,-0.00600000,0,21.00000000,2.00000000,-2.00000000,0,2.10000000,,,0,0.38000000,0.04000000,-0.04000000,0,2500.00000000,,,0,4500.00000000,,,0,2457205.19780000,0.00120000,-0.00120000,0,0.01136000,0.00010000,-0.00010000,0,57.70000000,0.40000000,-0.40000000,0,1.40700000,0.01500000,-0.01500000,0,0.90930000,0.00260000,-0.00260000,0,1.70000000,0.05000000,-0.05000000,0,0.88300000,0.00200000,-0.00200000,0,,,,,,,,,0.76000000,0.07000000,-0.07000000,0,4.80000000,0.50000000,-0.50000000,0,0,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>
OGLE-2013-BLG-1721L b,17h52m30.37s,268.126556,-30d17m33.7s,-30.292694,0.64000000,0.35000000,-0.31000000,0,200.00000000,110.00000000,-99.00000000,0,2.60000000,0.50000000,-0.70000000,0,0.46000000,0.26000000,-0.23000000,0,6300.00000000,1100.00000000,-1600.00000000,0,,,,,2456535.28000000,0.02200000,-0.02200000,0,0.06000000,0.00300000,-0.00300000,0,27.98000000,0.65000000,-0.65000000,0,1.20000000,0.10000000,-0.10000000,0,0.96400000,0.00200000,-0.00200000,0,13.18000000,0.72000000,-0.72000000,0,-0.78100000,0.01700000,-0.01700000,0,21.27000000,0.04000000,-0.04000000,0,,,,,0.42000000,0.09000000,-0.09000000,0,5.50000000,1.20000000,-1.20000000,0,1,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>
MOA-2010-BLG-477L b,18h06m07.44s,271.531006,-31d27m16.1s,-31.454477,1.50000000,0.80000000,-0.30000000,0,480.00000000,300.00000000,-100.00000000,0,2.00000000,3.00000000,-1.00000000,0,0.67000000,0.33000000,-0.13000000,0,2300.00000000,600.00000000,-600.00000000,0,,,,,2455420.93773000,,,0,-0.00337200,,,0,46.57000000,,,0,0.58610000,,,0,1.12385000,,,0,22.07500000,,,0,3.68023000,,,0,18.71000000,0.03000000,-0.03000000,0,,,,,1.38000000,0.11000000,-0.11000000,0,10.30000000,0.80000000,-0.80000000,0,0,<a refstr=BACHELET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...754...73B/abstract target=ref> Bachelet et al. 2012 </a>
OGLE-2012-BLG-0026L c,17h34m18.70s,263.577917,-27d08m33.9s,-27.142750,0.68000000,0.10000000,-0.10000000,0,220.00000000,32.00000000,-32.00000000,0,4.63000000,0.37000000,-0.37000000,0,0.82000000,0.13000000,-0.13000000,0,4080.00000000,300.00000000,-300.00000000,0,8130.00000000,,,0,2455991.52000000,0.01000000,-0.01000000,0,0.00920000,0.00010000,-0.00010000,0,93.92000000,0.58000000,-0.58000000,0,1.72000000,0.01000000,-0.01000000,0,1.25400000,0.00600000,-0.00600000,0,7.84000000,0.21000000,-0.21000000,0,3.89100000,0.00100000,-0.00100000,0,,,,,,,,,0.91000000,0.09000000,-0.09000000,0,,,,,0,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762L..28H/abstract target=ref> Han et al. 2013 </a>
OGLE-2013-BLG-1761L b,17h53m38.28s,268.409485,-28d53m42.98s,-28.895271,2.70000000,2.50000000,-1.50000000,0,860.00000000,790.00000000,-480.00000000,0,1.80000000,0.50000000,-0.50000000,0,0.33000000,0.32000000,-0.19000000,0,6900.00000000,1000.00000000,-1200.00000000,0,,,,,2456565.22000000,0.06000000,-0.06000000,0,0.08950000,0.00400000,-0.00400000,0,38.70000000,1.20000000,-1.20000000,0,5.80000000,2.10000000,-2.10000000,0,0.94700000,0.01600000,-0.01600000,0,70.00000000,20.00000000,-20.00000000,0,1.24400000,0.02700000,-0.02700000,0,19.42000000,0.05000000,-0.05000000,0,,,,,0.25100000,0.09700000,-0.09700000,0,2.55000000,1.00000000,-1.00000000,0,1,<a refstr=HIRAO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....1H/abstract target=ref>Hirao et al. 2017</a>
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.48000000,1.22000000,-0.31000000,0,150.00000000,388.00000000,-99.00000000,0,0.37000000,0.08000000,-0.07000000,0,0.02000000,0.06000000,-0.01000000,0,7230.00000000,1150.00000000,-1010.00000000,0,,,,,2453931.09800000,0.02600000,-0.02600000,0,0.04849000,0.00690000,-0.00690000,0,3.13900000,0.15000000,-0.15000000,0,12.33000000,1.20000000,-1.20000000,0,1.21900000,0.03000000,-0.03000000,0,203.80000000,63.00000000,-63.00000000,0,3.36900000,0.07300000,-0.07300000,0,19.23900000,0.11200000,-0.11200000,0,,,,,0.04100000,0.00700000,-0.00700000,0,4.79300000,0.82300000,-0.82300000,0,0,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>
KMT-2018-BLG-0748L b,17h51m29.88s,267.874500,-30d38m47.00s,-30.646389,0.19000000,0.28000000,-0.10000000,0,60.00000000,89.00000000,-32.00000000,0,0.62000000,0.09000000,-0.09000000,0,0.08700000,0.13200000,-0.04700000,0,7300.00000000,1100.00000000,-1100.00000000,0,,,,,2458371.90100000,0.00400000,-0.00400000,0,0.03400000,0.00200000,-0.00200000,0,4.38000000,0.15000000,-0.15000000,0,10.89000000,0.97000000,-0.97000000,0,0.93900000,0.00300000,-0.00300000,0,20.30000000,1.50000000,-1.50000000,0,-0.02300000,0.00800000,-0.00800000,0,19.21000000,0.03000000,-0.03000000,0,,,,,0.11100000,0.01000000,-0.01000000,0,9.24000000,0.80000000,-0.80000000,0,1,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A.105H/abstract target=ref>Han et al. 2020</a>
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.32300000,0.10000000,-0.07100000,0,103.00000000,32.00000000,-23.00000000,0,0.68900000,0.17100000,-0.10300000,0,0.08400000,0.02600000,-0.01900000,0,873.00000000,249.00000000,-165.00000000,0,,,,,2458230.46600000,0.02400000,-0.02400000,0,0.04300000,0.00200000,-0.00200000,0,45.37200000,1.76000000,-1.76000000,0,1.42300000,0.15000000,-0.15000000,0,0.96000000,0.00700000,-0.00700000,0,36.48000000,3.70000000,-3.70000000,0,2.48800000,0.01700000,-0.01700000,0,19.36000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
OGLE-2003-BLG-235L b,18h05m16.35s,271.318125,-28d53m42.0s,-28.895000,2.60000000,0.80000000,-0.60000000,0,830.00000000,300.00000000,-200.00000000,0,4.30000000,2.50000000,-0.80000000,0,0.63000000,0.07000000,-0.09000000,0,5800.00000000,600.00000000,-700.00000000,0,8800.00000000,,,0,,,,,,,,,,,,,,,,,,,,,39.00000000,11.00000000,-7.00000000,0,,,,,19.63000000,0.06000000,-0.06000000,0,,,,,0.55000000,0.07000000,-0.07000000,0,3.30000000,0.40000000,-0.40000000,0,1,<a refstr=BENNETT_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...647L.171B/abstract target=ref>Bennett et al. 2006</a>
OGLE-2017-BLG-0482L b,17h56m11.73s,269.048889,-30d31m42.1s,-30.528360,0.02800000,0.02800000,-0.01400000,0,9.00000000,9.00000000,-4.50000000,0,1.80000000,0.60000000,-0.70000000,0,0.20000000,0.20000000,-0.10000000,0,5800.00000000,1800.00000000,-2100.00000000,0,8100.00000000,1600.00000000,-1800.00000000,0,2457873.94800000,0.01300000,-0.01300000,0,0.05900000,0.00200000,-0.00200000,0,40.01000000,1.45000000,-1.45000000,0,6.00000000,,,1,1.07000000,0.01000000,-0.01000000,0,1.35000000,0.20000000,-0.20000000,0,0.36900000,0.02300000,-0.02300000,0,,,,,,,,,0.09300000,,,-1,0.86000000,,,-1,1,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..211H/abstract target=ref>Han et al. 2018</a>
OGLE-2016-BLG-1067L b,18h12m49.08s,273.204500,-27d00m45.5s,-27.012639,0.43000000,0.21000000,-0.17000000,0,140.00000000,67.00000000,-54.00000000,0,1.70000000,0.38000000,-0.39000000,0,0.30000000,0.15000000,-0.12000000,0,3730.00000000,660.00000000,-670.00000000,0,7660.00000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80000000,,,0,,,,,,,,,,,,,1,<a refstr=CALCHI_NOVATI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..121C/abstract target=ref>Calchi Novati et al. 2019</a>
OGLE-2008-BLG-355L b,17h59m08.81s,269.786708,-30d45m34.1s,-30.759472,4.60000000,3.70000000,-2.20000000,0,1500.00000000,1200.00000000,-700.00000000,0,1.70000000,0.29000000,-0.30000000,0,0.37000000,0.30000000,-0.17000000,0,6800.00000000,1100.00000000,-1100.00000000,0,,,,,2454642.00000000,0.20000000,-0.20000000,0,0.27000000,0.03000000,-0.03000000,0,34.00000000,2.20000000,-2.20000000,0,2.17000000,0.15000000,-0.15000000,0,0.87700000,0.01000000,-0.01000000,0,118.00000000,6.00000000,-6.00000000,0,0.81400000,0.02200000,-0.02200000,0,20.02000000,0.12000000,-0.12000000,0,19.24000000,0.07000000,-0.07000000,0,0.28000000,0.03000000,-0.03000000,0,3.06000000,0.38000000,-0.38000000,0,1,<a refstr=KOSHIMOTO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...788..128K/abstract target=ref> Koshimoto et al. 2014 </a>
MOA-2016-BLG-227L b,18h05m53.70s,271.473755,-27d42m51.43s,-27.714287,4.10000000,1.70000000,-1.90000000,0,1300.00000000,540.00000000,-600.00000000,0,1.45000000,0.22000000,-0.20000000,0,0.42000000,0.17000000,-0.20000000,0,6800.00000000,1000.00000000,-900.00000000,0,,,,,2457517.50780000,0.00700000,-0.00600000,0,-0.08330000,0.00080000,-0.00160000,0,17.03000000,0.08000000,-0.20000000,0,3.01000000,0.09000000,-0.05000000,0,0.93120000,0.00040000,-0.00090000,0,92.80000000,2.00000000,-1.10000000,0,2.50900000,0.00300000,-0.00400000,0,19.54000000,0.02000000,-0.02000000,0,,,,,0.22700000,0.00600000,-0.00900000,0,4.88000000,0.14000000,-0.17000000,0,0,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,268.883250,-29d15m13.8s,-29.253833,9.51000000,2.72000000,-1.69000000,0,3020.00000000,864.00000000,-537.00000000,0,0.39000000,0.05000000,-0.03000000,0,0.29000000,0.07000000,-0.05000000,0,3220.00000000,470.00000000,-350.00000000,0,8000.00000000,2000.00000000,-2000.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67000000,0.10000000,-0.08000000,0,2.54000000,0.37000000,-0.30000000,0,1,<a refstr=MIYAZAKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
MOA-2016-BLG-227L b,18h05m53.70s,271.473755,-27d42m51.43s,-27.714287,5.30000000,1.00000000,-1.50000000,0,1700.00000000,320.00000000,-480.00000000,0,1.51000000,0.22000000,-0.20000000,0,0.54000000,0.10000000,-0.15000000,0,7100.00000000,1000.00000000,-900.00000000,0,,,,,2457517.50780000,0.00700000,-0.00600000,0,-0.08330000,0.00080000,-0.00160000,0,17.03000000,0.08000000,-0.20000000,0,3.01000000,0.09000000,-0.05000000,0,0.93120000,0.00040000,-0.00090000,0,92.80000000,2.00000000,-1.10000000,0,2.50900000,0.00300000,-0.00400000,0,19.54000000,0.02000000,-0.02000000,0,,,,,0.22700000,0.00600000,-0.00900000,0,4.88000000,0.14000000,-0.17000000,0,0,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>
KMT-2019-BLG-1339L b,17h42m58.42s,265.743417,-25d34m26.1s,-25.573917,12.20000000,16.10000000,-6.70000000,0,3880.00000000,5120.00000000,-2100.00000000,0,0.67000000,0.77000000,-0.55000000,0,0.27000000,0.36000000,-0.15000000,0,7150.00000000,1060.00000000,-1250.00000000,0,,,,,2458666.37800000,0.00400000,-0.00400000,0,0.00913000,0.00081000,-0.00081000,0,17.23000000,0.84000000,-0.84000000,0,3.49000000,0.61000000,-0.61000000,0,0.39000000,0.05000000,-0.05000000,0,430.30000000,139.40000000,-139.40000000,0,4.77100000,0.01900000,-0.01900000,0,20.89000000,0.01000000,-0.01000000,0,,,,,0.22000000,0.04000000,-0.04000000,0,4.76000000,0.92000000,-0.92000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799000,-28d51m45.90s,-28.862750,0.42700000,0.67200000,-0.25500000,0,136.00000000,214.00000000,-81.00000000,0,0.85000000,0.16000000,-0.17000000,0,0.07600000,0.11900000,-0.04400000,0,7040.00000000,1020.00000000,-1140.00000000,0,,,,,2457235.60000000,0.01000000,-0.01000000,0,0.12100000,0.00800000,-0.00800000,0,4.28000000,0.24000000,-0.24000000,0,4.41000000,0.46000000,-0.46000000,0,1.20200000,0.01000000,-0.01000000,0,53.80000000,6.40000000,-6.40000000,0,3.90400000,0.02100000,-0.02100000,0,21.77000000,0.08000000,-0.08000000,0,21.03000000,0.04000000,-0.04000000,0,0.10000000,0.01900000,-0.01800000,0,8.50000000,1.60000000,-1.50000000,0,0,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>
OGLE-2006-BLG-109L c,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,0.27000000,0.02000000,-0.02000000,0,86.00000000,7.00000000,-7.00000000,0,4.50000000,2.10000000,-1.00000000,0,0.51000000,0.05000000,-0.04000000,0,1510.00000000,110.00000000,-120.00000000,0,,,,,2453831.02040000,0.01100000,-0.01100000,0,0.00345000,0.00005000,-0.00005000,0,128.10000000,0.80000000,-0.80000000,0,,,,,1.04180000,0.00010000,-0.00010000,0,5.01400000,0.03000000,-0.03000000,0,-0.23500000,0.00070000,-0.00070000,0,20.93500000,0.03000000,-0.03000000,0,,,,,1.50500000,,,0,,,,,1,<a refstr=BENNETT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>
OGLE-2018-BLG-1700L b,17h59m49.45s,269.956042,-28d31m43.10s,-28.528639,4.40000000,3.04000000,-2.00000000,0,1400.00000000,966.00000000,-636.00000000,0,2.80000000,3.20000000,-2.50000000,0,0.42000000,0.29000000,-0.19000000,0,7600.00000000,1200.00000000,-900.00000000,0,10700.00000000,2200.00000000,-1500.00000000,0,2458386.15200000,0.04000000,-0.04000000,0,0.00588000,0.00066000,-0.00066000,0,43.12000000,0.74000000,-0.74000000,0,1.00000000,0.07000000,-0.07000000,0,1.01900000,0.00300000,-0.00300000,0,100.00000000,10.00000000,-10.00000000,0,3.43200000,0.00700000,-0.00700000,0,21.08000000,0.01000000,-0.01000000,0,,,,,0.37000000,0.03000000,-0.03000000,0,3.13000000,0.30000000,-0.30000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...48H/abstract target=ref>Han et al. 2020</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,268.883250,-29d15m13.8s,-29.253833,,,,0,,,,0,,,,0,,,,,,,,,8000.00000000,2000.00000000,-2000.00000000,0,2456537.31230000,0.00030000,-0.00040000,0,0.00452200,0.00008600,-0.00010800,0,101.10400000,2.24600000,-1.79900000,0,1.41300000,0.09300000,-0.29500000,0,6.77400000,0.10100000,-0.08500000,0,316.00000000,13.20000000,-13.40000000,0,4.19800000,0.00700000,-0.00700000,0,18.10400000,0.04900000,-0.04900000,0,,,,,,,,,,,,,0,<a refstr=MIYAZAKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
MOA-2011-BLG-028L b,18h03m24.96s,270.854000,-29d12m48.3s,-29.213417,0.09000000,0.05000000,-0.04000000,0,30.00000000,16.00000000,-12.00000000,0,4.14000000,0.64000000,-0.64000000,0,0.75000000,0.35000000,-0.30000000,0,7380.00000000,520.00000000,-620.00000000,0,8610.00000000,640.00000000,-640.00000000,0,2455673.81000000,0.18000000,-0.18000000,0,0.90600000,0.02100000,-0.03700000,0,34.20000000,0.74000000,-0.74000000,0,17.40000000,2.20000000,-2.20000000,0,1.69100000,0.03600000,-0.03600000,0,1.27000000,0.25000000,-0.25000000,0,-2.19200000,0.02300000,-0.02300000,0,15.30000000,,,0,,,,,0.33700000,0.05300000,-0.05300000,0,3.59000000,0.58000000,-0.58000000,0,1,<a refstr=SKOWRON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820....4S/abstract target=ref>Skowron et al. 2016</a>
